flight_id,flight_number,date,month,day_of_week,is_weekend,airline,aircraft_type,origin,destination,distance_km,scheduled_dep_hour,flight_duration_min,seat_capacity,passengers_boarded,load_factor_pct,weather_origin,weather_dest,origin_congestion,dest_congestion,atc_delay_min,late_aircraft_min,tech_issue_delay_min,dep_delay_min,arr_delay_min
FL0180,6E419,2023-09-16,9,Saturday,1,IndiGo,A320,LKO,IXC,1776,16,153,180,164.0,91.5,9.0,10.0,3,2,0.0,,0.0,46.5,102.3
FL1247,AI571,2023-02-24,2,Friday,0,Air India,B777,PNQ,GAU,973,7,104,342,312.0,91.3,2.0,1.0,4,2,6.0,0.0,0.0,10.6,43.2
FL0763,6E452,2023-12-14,12,Thursday,0,IndiGo,ATR72,HYD,IXC,1167,21,117,70,53.0,76.1,1.0,2.0,6,2,1.9,0.0,0.0,6.4,34.6
FL0453,6E371,2023-02-17,2,Friday,0,IndiGo,B737,GAU,LKO,1877,15,171,162,129.0,80.1,9.0,8.0,2,3,0.0,0.0,0.0,22.2,55.4
FL0349,UK680,2023-06-10,6,Saturday,1,Vistara,B737,BOM,AMD,530,8,62,162,,77.5,8.0,6.0,9,4,21.4,0.0,0.0,52.9,58.1
FL0778,SG332,2023-11-09,11,Thursday,0,SpiceJet,B737,PAT,GAU,1688,8,148,162,138.0,85.5,4.0,4.0,2,2,0.0,0.0,0.0,6.1,13.8
FL0353,UK612,2023-01-18,1,Wednesday,0,Vistara,A321,PAT,MAA,1918,22,162,220,206.0,93.9,10.0,1.0,2,6,0.0,0.0,0.0,41.8,61.0
FL0239,AI916,2023-12-15,12,Friday,0,Air India,A319,PAT,JAI,682,11,72,144,126.0,87.9,4.0,9.0,2,4,5.5,0.0,0.0,8.9,62.6
FL0718,SG961,2023-08-30,8,Wednesday,0,SpiceJet,A320,PAT,BLR,1412,12,138,180,127.0,71.0,3.0,8.0,2,7,3.6,0.0,0.0,7.9,61.7
FL0650,6E979,2023-12-14,12,Thursday,0,IndiGo,A320,BHO,MAA,821,20,92,180,139.0,77.4,9.0,6.0,2,6,12.6,0.0,0.0,41.9,35.3
FL0697,G8523,2023-01-28,1,Saturday,1,GoFirst,A319,IXC,LKO,1831,7,168,144,141.0,98.2,3.0,2.0,2,3,4.7,0.0,0.0,11.1,52.7
FL0323,SG633,2023-11-13,11,Monday,0,SpiceJet,A319,JAI,PNQ,918,22,101,144,104.0,72.6,5.0,4.0,4,4,4.9,0.0,0.0,6.5,31.1
FL0833,6E645,2023-07-14,7,Friday,0,IndiGo,A320,GOI,COK,957,11,103,180,152.0,84.7,7.0,9.0,3,4,1.1,,0.0,43.4,88.3
FL0221,6E250,2023-09-04,9,Monday,0,IndiGo,A320,BLR,COK,520,13,55,180,164.0,91.4,9.0,9.0,7,4,0.0,0.0,0.0,26.3,56.6
FL0953,6E551,2023-12-16,12,Saturday,1,IndiGo,B737,HYD,BOM,620,20,75,162,153.0,94.7,5.0,10.0,6,9,11.8,0.0,0.0,32.4,103.1
FL0534,6E380,2023-11-10,11,Friday,0,IndiGo,A320,JAI,CCU,941,7,95,180,150.0,83.5,3.0,3.0,4,5,0.0,0.0,4.2,6.5,20.4
FL0072,UK672,2023-06-11,6,Sunday,1,Vistara,,HYD,ATQ,573,14,65,180,141.0,78.4,2.0,10.0,6,2,,0.0,0.0,16.9,74.3
FL0664,UK261,2023-03-21,3,Tuesday,0,Vistara,A320,CCU,BOM,1880,6,179,180,160.0,89.4,5.0,,5,9,0.0,0.0,0.0,19.7,54.5
FL1199,UK546,2023-05-30,5,Tuesday,0,Vistara,,MAA,BOM,1340,19,132,162,143.0,88.7,7.0,3.0,6,9,9.9,7.5,0.0,45.5,36.6
FL0213,6E331,2023-08-13,8,Sunday,1,IndiGo,A321,CCU,PNQ,999,22,101,220,177.0,,2.0,1.0,5,4,2.3,0.0,0.0,2.1,30.2
FL0684,6E974,2023-08-12,8,Saturday,1,IndiGo,A320,BHO,COK,1158,16,110,180,176.0,98.1,7.0,6.0,2,4,2.0,0.0,0.0,36.9,62.0
FL0782,UK836,2023-07-26,7,Wednesday,0,Vistara,B737,IXB,CCU,140,6,32,162,152.0,94.4,8.0,6.0,2,5,2.3,24.7,0.0,55.3,53.5
FL0023,SG187,2023-10-04,10,Wednesday,0,SpiceJet,B737,BOM,AMD,530,18,56,162,137.0,85.1,3.0,8.0,9,4,18.9,0.0,0.0,18.7,69.0
FL0825,AI869,2023-05-31,5,Wednesday,0,Air India,A319,VTZ,PAT,683,19,78,144,134.0,93.6,6.0,5.0,2,2,9.2,0.0,0.0,33.0,41.7
FL0193,6E179,2023-04-06,4,Thursday,0,IndiGo,A320,BLR,BHO,1819,12,173,180,130.0,72.7,4.0,1.0,7,2,6.3,8.0,3.5,20.2,20.8
FL0944,UK178,2023-05-30,5,Tuesday,0,Vistara,A320,IXC,BLR,464,6,58,180,143.0,79.5,3.0,6.0,2,7,6.7,0.0,0.0,8.4,47.0
FL0714,SG647,2023-10-30,10,Monday,0,SpiceJet,A321,VTZ,ATQ,684,7,78,220,180.0,82.3,1.0,4.0,2,2,9.4,62.5,0.0,87.8,78.4
FL1476,SG886,2023-04-18,4,Tuesday,0,SpiceJet,A321,CCU,HYD,1440,11,128,220,209.0,95.2,9.0,4.0,5,6,0.0,0.0,0.0,34.6,48.6
FL0537,6E643,2023-08-05,8,Saturday,1,IndiGo,B737,COK,PAT,328,7,41,162,121.0,75.0,10.0,8.0,4,2,0.9,0.0,0.0,43.9,81.7
FL0112,UK665,2023-07-20,7,Thursday,0,Vistara,B777,COK,GOI,1652,12,158,342,268.0,78.5,5.0,7.0,4,3,0.9,32.0,0.0,31.3,48.4
FL1466,UK199,2023-11-24,11,Friday,0,Vistara,A321,VTZ,BLR,612,5,71,220,184.0,83.7,2.0,1.0,2,7,7.7,0.0,0.0,12.9,20.3
FL0621,UK272,2023-12-08,12,Friday,0,Vistara,A320,IXB,VTZ,1046,15,115,180,146.0,81.6,4.0,1.0,2,2,0.0,0.0,0.0,12.0,14.1
FL1080,SG898,2023-06-06,6,Tuesday,0,SpiceJet,B737,BLR,DEL,1740,9,154,162,162.0,100.0,5.0,8.0,7,9,15.2,0.0,0.0,28.9,75.7
FL1067,AI370,2023-05-25,5,Thursday,0,Air India,A321,BHO,GOI,839,12,86,220,166.0,75.8,5.0,2.0,2,3,2.4,0.0,0.0,20.7,35.8
FL1481,UK183,2023-10-20,10,Friday,0,Vistara,A321,AMD,CCU,471,19,65,220,162.0,73.9,4.0,2.0,4,5,14.6,14.2,0.0,32.9,24.4
FL0690,6E673,2023-12-14,12,Thursday,0,IndiGo,A319,HYD,ATQ,1824,6,153,144,125.0,87.2,2.0,1.0,6,2,0.1,19.4,0.0,26.8,17.0
FL0174,6E699,2023-07-09,7,Sunday,1,IndiGo,A321,MAA,BLR,5500,8,49,220,179.0,81.6,4.0,7.0,6,7,0.0,26.4,0.0,27.7,69.0
FL1220,SG909,2023-11-14,11,Tuesday,0,SpiceJet,A320,ATQ,SXR,1270,22,125,180,127.0,70.7,4.0,5.0,2,2,0.0,11.3,0.0,18.8,45.1
FL0562,SG804,2023-03-03,3,Friday,0,SpiceJet,A320,IXB,PNQ,1671,22,135,180,131.0,73.2,,5.0,2,4,0.0,0.0,0.0,0.0,51.2
FL1204,AI679,2023-03-25,3,Saturday,1,Air India,A320,ATQ,IXC,1528,6,151,180,151.0,84.4,2.0,6.0,2,2,0.0,0.0,0.0,3.8,37.2
FL0003,6E529,2023-09-28,9,Thursday,0,IndiGo,B737,DEL,IXB,707,5,85,162,124.0,77.0,2.0,10.0,9,2,3.9,0.0,0.0,3.7,99.1
FL1420,AI565,2023-04-18,4,Tuesday,0,Air India,A321,COK,BLR,520,20,63,220,199.0,90.9,1.0,2.0,4,7,3.7,16.7,0.0,33.2,72.9
FL0677,AI143,2023-05-23,5,Tuesday,0,Air India,A320,VTZ,DEL,1320,9,122,180,155.0,86.2,6.0,1.0,2,9,0.0,0.0,0.0,21.0,39.0
FL1298,SG101,2023-09-18,9,Monday,0,SpiceJet,B777,PAT,GOI,313,6,43,342,261.0,76.6,,8.0,2,3,0.0,0.0,0.0,27.8,80.0
FL1468,AI461,2023-08-03,8,Thursday,0,Air India,B777,CCU,JAI,630,12,69,342,336.0,98.4,7.0,6.0,5,4,1.9,0.0,0.0,20.3,73.0
FL0837,UK208,2023-04-03,4,Monday,0,Vistara,A320,MAA,DEL,1760,16,148,180,130.0,72.5,3.0,10.0,6,9,5.7,0.0,0.0,11.4,75.8
FL0678,6E688,2023-01-01,1,Sunday,1,IndiGo,A320,VTZ,JAI,1308,18,132,180,133.0,74.4,6.0,8.0,2,4,0.0,0.0,0.0,22.6,64.7
FL1297,G8246,2023-01-20,1,Friday,0,GoFirst,A320,HYD,VTZ,300,8,44,180,151.0,84.2,5.0,2.0,6,2,,0.0,0.0,0.0,46.0
FL1095,6E504,2023-12-19,12,Tuesday,0,IndiGo,CRJ-900,VTZ,LKO,1714,15,149,90,65.0,72.3,4.0,2.0,2,3,5.1,0.0,0.0,18.6,31.6
FL0102,6E856,2023-03-04,3,Saturday,1,IndiGo,A320,HYD,IXB,1860,5,159,180,180.0,100.0,1.0,3.0,6,2,0.0,0.0,0.0,8.8,29.3
FL0005,6E194,2023-03-13,3,Monday,0,IndiGo,A321,AMD,MAA,740,5,74,220,181.0,82.5,8.0,1.0,4,6,0.0,0.0,0.0,34.5,39.3
FL1424,AI973,2023-01-12,1,Thursday,0,Air India,B737,DEL,MAA,1760,6,167,162,120.0,74.2,,8.0,9,6,0.0,0.0,0.0,44.5,94.6
FL0929,6E252,2023-04-21,4,Friday,0,IndiGo,A321,BHO,VTZ,755,21,69,220,142.0,65.0,6.0,3.0,2,2,3.1,0.0,0.0,20.6,24.1
FL0438,6E350,2023-12-12,12,Tuesday,0,IndiGo,ATR72,SXR,DEL,670,13,87,70,51.0,,2.0,,2,9,0.4,7.4,0.0,12.8,19.7
FL0930,6E616,2023-09-21,9,Thursday,0,IndiGo,A321,BHO,BOM,382,8,60,220,177.0,80.8,6.0,7.0,2,9,8.6,0.0,0.0,24.3,79.6
FL1079,BZ282,2023-04-21,4,Friday,0,Blue Dart,B737,BLR,IXB,1533,22,148,162,127.0,78.8,,7.0,7,2,11.0,0.0,0.0,18.1,67.5
FL1275,UK425,2023-07-01,7,Saturday,1,Vistara,A321,VTZ,IXC,1813,13,142,220,179.0,,4.0,7.0,2,2,0.0,0.0,0.0,3.4,65.9
FL0055,6E354,2023-02-22,2,Wednesday,0,IndiGo,B737,JAI,IXC,1942,17,172,162,137.0,85.0,10.0,9.0,4,2,,0.0,0.0,38.7,74.5
FL0110,AI539,2023-01-28,1,Saturday,1,Air India,A321,PAT,ATQ,1206,18,126,220,179.0,81.6,8.0,9.0,2,2,8.3,0.0,0.0,42.4,103.8
FL1338,UK774,2023-05-26,5,Friday,0,Vistara,ATR72,CCU,BHO,1888,13,186,70,60.0,86.1,8.0,2.0,5,2,16.4,0.0,0.0,46.6,44.1
FL0646,6E714,2023-05-28,5,Sunday,1,IndiGo,A321,MAA,HYD,520,20,76,220,161.0,73.6,4.0,,6,6,12.2,41.2,0.0,56.8,35.4
FL0589,AI801,2023-02-11,2,Saturday,1,Air India,A320,BOM,BHO,1093,22,116,180,132.0,73.5,9.0,2.0,9,2,0.5,0.0,0.0,25.6,43.8
FL0101,SG838,2023-05-16,5,Tuesday,0,SpiceJet,A321,LKO,ATQ,854,7,93,220,177.0,80.8,4.0,3.0,3,2,2.7,10.1,0.0,18.3,55.8
FL1359,6E639,2023-04-08,4,Saturday,1,IndiGo,A321,PNQ,BHO,515,22,73,220,175.0,79.9,4.0,4.0,4,2,4.3,0.0,0.0,7.9,27.8
FL1417,UK477,2023-10-18,10,Wednesday,0,Vistara,B737,PAT,MAA,1213,18,129,162,126.0,78.1,4.0,1.0,2,6,7.4,30.9,0.0,45.2,27.7
FL1487,6E911,2023-01-04,1,Wednesday,0,IndiGo,B737,MAA,ATQ,602,6,68,162,120.0,74.3,3.0,3.0,6,2,2.9,0.0,0.0,4.9,13.4
FL1081,6E853,2023-10-16,10,Monday,0,IndiGo,A321,MAA,HYD,520,12,74,220,203.0,92.6,3.0,1.0,6,6,4.8,35.5,0.0,41.6,25.3
FL0947,UK164,2023-03-11,3,Saturday,1,Vistara,A320,BHO,ATQ,1810,21,176,180,,91.3,6.0,1.0,2,2,,0.0,0.0,23.3,34.7
FL1146,SG900,2023-10-20,10,Friday,0,SpiceJet,B737,ATQ,VTZ,934,9,100,162,120.0,74.3,4.0,3.0,2,2,14.2,0.0,0.0,19.1,32.5
FL0406,6E599,2023-06-29,6,Thursday,0,IndiGo,A321,SXR,AMD,1722,18,165,220,144.0,,7.0,7.0,2,4,11.1,0.0,0.0,27.9,55.2
FL1379,SG257,2023-10-23,10,Monday,0,SpiceJet,A321,HYD,IXC,1307,22,115,220,161.0,73.5,2.0,6.0,6,2,3.1,9.5,0.0,19.0,55.4
FL1463,6E887,2023-01-07,1,Saturday,1,IndiGo,A320,BLR,AMD,741,14,91,180,108.0,60.5,2.0,2.0,7,4,10.0,0.0,0.0,16.1,22.4
FL0158,AI435,2023-10-11,10,Wednesday,0,Air India,A320,ATQ,DEL,380,19,49,180,152.0,84.8,3.0,,2,9,0.0,0.0,0.0,0.0,58.2
FL0805,6E350,2023-02-20,2,Monday,0,IndiGo,A320,IXC,BHO,1204,5,109,180,138.0,77.2,5.0,2.0,2,2,4.7,25.2,0.0,33.4,18.6
FL1116,SG552,2023-08-31,8,Thursday,0,SpiceJet,B787,HYD,PNQ,1040,22,105,296,258.0,87.4,5.0,,6,4,10.2,33.7,0.0,56.9,86.5
FL0906,UK930,2023-04-29,4,Saturday,1,Vistara,A319,ATQ,PNQ,429,17,57,144,113.0,78.6,3.0,2.0,2,4,0.7,0.0,0.0,8.1,47.7
FL1171,6E102,2023-07-21,7,Friday,0,IndiGo,A319,VTZ,JAI,332,17,53,144,104.0,,7.0,2.0,2,4,5.1,,0.0,30.5,29.1
FL1179,SG679,2023-03-31,3,Friday,0,SpiceJet,A320,SXR,ATQ,649,8,79,180,141.0,78.4,1.0,5.0,2,2,16.0,0.0,0.0,23.9,39.7
FL0851,SG694,2023-08-21,8,Monday,0,SpiceJet,B737,ATQ,BOM,485,8,49,162,157.0,97.0,7.0,2.0,2,9,13.9,7.0,0.0,49.4,74.1
FL0478,SG401,2023-04-10,4,Monday,0,SpiceJet,,IXB,CCU,140,14,31,220,172.0,78.2,2.0,1.0,2,5,2.0,0.0,0.0,5.9,27.4
FL0723,6E115,2023-10-16,10,Monday,0,IndiGo,A320,COK,HYD,880,19,94,180,180.0,100.0,10.0,5.0,4,6,5.1,10.6,0.0,56.0,53.1
FL0673,G8177,2023-02-16,2,Thursday,0,GoFirst,A321,GOI,BLR,1117,10,100,220,205.0,93.2,1.0,3.0,3,7,5.2,0.0,0.0,11.3,15.2
FL0320,G8712,2023-10-13,10,Friday,0,GoFirst,B777,COK,BLR,520,20,66,342,243.0,71.2,2.0,2.0,4,7,13.1,9.0,4.8,30.0,64.4
FL0188,G8320,2023-08-22,8,Tuesday,0,GoFirst,ATR72,IXC,BHO,1294,22,111,70,70.0,100.0,6.0,7.0,2,2,0.0,0.0,0.0,21.5,75.6
FL1405,UK380,2023-06-03,6,Saturday,1,Vistara,B737,BHO,GAU,1331,17,133,162,119.0,73.9,9.0,5.0,2,2,6.9,0.0,0.0,43.8,53.3
FL0225,6E320,2023-05-03,5,Wednesday,0,IndiGo,B737,IXC,DEL,250,21,52,162,139.0,85.8,4.0,2.0,2,9,0.0,0.0,3.9,3.3,64.8
FL0487,SG594,2023-11-21,11,Tuesday,0,SpiceJet,A320,BLR,LKO,1850,19,185,180,141.0,78.9,2.0,3.0,7,3,0.0,0.0,0.0,0.0,39.4
FL0287,AI457,2023-08-15,8,Tuesday,0,Air India,A320,GOI,COK,1713,19,145,180,129.0,72.0,7.0,9.0,3,4,11.8,0.0,0.0,25.5,110.7
FL0567,SG423,2023-01-19,1,Thursday,0,SpiceJet,A320,IXC,VTZ,1217,17,130,180,152.0,84.7,3.0,4.0,2,2,0.0,15.0,0.0,13.5,33.8
FL1358,AI110,2023-06-17,6,Saturday,1,Air India,ATR72,JAI,AMD,599,5,77,70,59.0,,9.0,4.0,4,4,0.7,0.0,0.0,40.5,55.4
FL1380,6E331,2023-01-11,1,Wednesday,0,IndiGo,B737,ATQ,DEL,380,14,55,162,121.0,74.9,3.0,3.0,2,9,0.0,32.5,0.0,38.5,41.0
FL0556,6E510,2023-10-06,10,Friday,0,IndiGo,A320,AMD,BLR,1063,19,109,180,145.0,80.6,2.0,3.0,4,7,10.3,0.0,0.0,11.8,68.8
FL0766,6E735,2023-02-08,2,Wednesday,0,IndiGo,B737,BLR,MAA,340,9,52,162,128.0,,5.0,7.0,7,6,17.3,0.0,0.0,17.7,37.6
FL1492,SG536,2023-04-18,4,Tuesday,0,SpiceJet,ATR72,IXC,BHO,1140,5,107,70,,73.8,8.0,1.0,2,2,2.8,0.0,0.0,28.0,23.0
FL0164,SG943,2023-10-11,10,Wednesday,0,SpiceJet,B737,PAT,AMD,688,19,68,162,139.0,86.0,4.0,2.0,2,4,4.1,0.0,0.0,6.1,40.6
FL0925,SG275,2023-04-21,4,Friday,0,SpiceJet,A321,MAA,HYD,520,22,62,220,147.0,67.2,7.0,6.0,6,6,0.0,0.0,0.0,12.9,51.5
FL1005,6E719,2023-09-18,9,Monday,0,IndiGo,A320,BLR,SXR,1688,11,148,180,134.0,,4.0,6.0,7,2,0.0,0.0,0.0,5.5,31.5
FL0073,SG262,2023-07-21,7,Friday,0,SpiceJet,B737,IXC,GAU,1173,21,115,162,141.0,87.4,7.0,6.0,2,2,3.2,,0.0,35.9,71.8
FL1428,S5250,2023-11-01,11,Wednesday,0,StarAir,B787,DEL,AMD,890,13,103,296,161.0,54.7,7.0,8.0,9,4,0.0,24.3,0.0,35.2,70.5
FL1384,6E221,2023-10-22,10,Sunday,1,IndiGo,B737,CCU,PNQ,1281,16,125,162,98.0,60.8,3.0,3.0,5,4,0.4,0.0,0.0,0.0,34.5
FL0981,6E806,2023-05-13,5,Saturday,1,IndiGo,A320,SXR,PNQ,685,11,81,180,140.0,78.3,5.0,,2,4,0.9,0.0,0.0,10.3,9.3
FL0071,UK151,2023-02-13,2,Monday,0,Vistara,B737,PNQ,CCU,1946,17,161,162,150.0,92.7,3.0,5.0,4,5,3.2,0.0,0.0,5.2,35.6
FL0163,G8760,2023-05-14,5,Sunday,1,GoFirst,A321,LKO,HYD,1704,10,145,220,136.0,62.1,3.0,3.0,3,6,3.0,0.0,0.0,2.5,6.9
FL1387,UK794,2023-11-06,11,Monday,0,Vistara,B737,SXR,DEL,670,6,79,162,137.0,84.7,3.0,5.0,2,9,8.3,0.0,0.0,22.7,38.2
FL0290,AI675,2023-06-02,6,Friday,0,Air India,A321,AMD,SXR,738,6,77,220,193.0,87.8,5.0,7.0,4,2,8.4,19.9,0.0,47.9,63.9
FL0660,6E841,2023-06-22,6,Thursday,0,IndiGo,ATR72,BLR,GOI,754,11,84,70,61.0,87.6,8.0,7.0,7,3,,0.0,0.0,35.5,51.5
FL0060,6E720,2023-07-25,7,Tuesday,0,IndiGo,ATR72,HYD,IXC,1007,8,91,70,52.0,75.4,9.0,9.0,6,2,7.9,0.0,0.0,35.2,65.8
FL0954,G8452,2023-04-05,4,Wednesday,0,GoFirst,A320,CCU,PNQ,1451,6,144,180,160.0,89.3,4.0,1.0,5,4,0.0,,0.0,0.0,25.6
FL1117,UK241,2023-10-19,10,Thursday,0,Vistara,B777,HYD,CCU,1440,12,139,342,236.0,69.3,3.0,4.0,6,5,6.2,0.0,0.0,11.4,17.0
FL1408,G8323,2023-10-23,10,Monday,0,GoFirst,A320,PAT,AMD,723,12,66,180,138.0,77.1,2.0,5.0,2,4,,6.1,0.0,11.3,32.1
FL0634,AI328,2023-04-01,4,Saturday,1,Air India,A320,IXB,BLR,1358,11,125,180,162.0,90.3,1.0,7.0,2,7,7.6,0.0,0.0,12.9,53.1
FL0182,6E926,2023-07-17,7,Monday,0,IndiGo,A321,GAU,LKO,535,16,72,220,181.0,82.6,10.0,9.0,2,3,3.4,0.0,0.0,32.5,46.7
FL0593,AI264,2023-05-13,5,Saturday,1,Air India,B737,PAT,BOM,1177,20,106,162,125.0,77.3,2.0,2.0,2,9,9.2,2.4,0.0,17.9,77.6
FL1381,AI931,2023-06-13,6,Tuesday,0,Air India,B787,LKO,GOI,1046,15,100,296,272.0,92.0,10.0,8.0,3,3,0.0,0.0,0.0,45.7,92.0
FL1031,6E216,2023-11-16,11,Thursday,0,IndiGo,B777,CCU,GOI,1706,15,160,342,313.0,91.5,4.0,3.0,5,3,9.3,,0.0,20.3,29.3
FL1168,UK225,2023-05-29,5,Monday,0,Vistara,A321,GAU,VTZ,443,14,68,220,196.0,89.3,,1.0,2,2,5.1,0.0,0.0,11.3,18.7
FL1169,6E425,2023-11-05,11,Sunday,1,IndiGo,A321,AMD,IXC,731,8,91,220,171.0,77.9,6.0,5.0,4,2,5.5,0.0,0.0,31.5,34.7
FL0783,6E523,2023-08-17,8,Thursday,0,IndiGo,,JAI,MAA,1789,15,157,70,36.0,52.7,6.0,7.0,4,6,0.0,8.2,0.0,23.9,61.8
FL0437,SG790,2023-02-27,2,Monday,0,SpiceJet,B737,LKO,CCU,822,13,90,162,123.0,76.1,2.0,1.0,3,5,,0.0,0.0,0.0,25.1
FL1134,SG934,2023-12-29,12,Friday,0,SpiceJet,ATR72,GAU,PNQ,1017,21,91,70,53.0,76.5,2.0,1.0,2,4,0.3,32.0,0.0,35.4,59.4
FL0243,6E472,2023-12-12,12,Tuesday,0,IndiGo,B737,AMD,BOM,530,6,58,162,127.0,78.8,9.0,5.0,4,9,1.7,33.5,0.0,62.8,30.6
FL1330,SG500,2023-06-03,6,Saturday,1,SpiceJet,A319,JAI,IXC,1688,13,144,144,126.0,87.7,6.0,6.0,4,2,4.1,0.0,0.0,31.4,69.6
FL0435,SG636,2023-10-02,10,Monday,0,SpiceJet,ATR72,HYD,DEL,1253,11,128,70,69.0,,3.0,3.0,6,9,7.1,9.2,0.0,20.3,57.1
FL0761,G8300,2023-10-15,10,Sunday,1,GoFirst,A321,ATQ,IXB,705,17,84,220,219.0,100.0,5.0,9.0,2,2,14.0,0.0,0.0,33.0,96.1
FL1017,AI681,2023-09-22,9,Friday,0,Air India,A319,GAU,JAI,376,9,55,144,116.0,80.7,8.0,10.0,2,4,4.5,0.0,0.0,33.0,108.6
FL1062,UK340,2023-12-19,12,Tuesday,0,Vistara,B737,AMD,BLR,495,9,62,162,149.0,92.6,6.0,10.0,4,7,10.8,0.0,1.2,27.1,106.7
FL0743,SG781,2023-07-16,7,Sunday,1,SpiceJet,A320,HYD,VTZ,300,9,40,180,144.0,80.6,,3.0,6,2,15.9,0.0,0.0,38.5,27.5
FL0755,6E888,2023-03-19,3,Sunday,1,IndiGo,B777,LKO,IXC,1153,11,126,342,216.0,63.4,2.0,1.0,3,2,3.4,0.0,0.0,13.4,19.5
FL0587,6E467,2023-04-19,4,Wednesday,0,IndiGo,A321,BOM,JAI,960,17,89,220,168.0,76.4,1.0,1.0,9,4,21.0,0.0,0.0,29.6,49.5
FL1447,AI243,2023-09-25,9,Monday,0,Air India,B737,IXB,BHO,606,6,68,162,145.0,89.5,4.0,2.0,2,2,7.3,0.0,0.0,8.0,32.9
FL0934,UK574,2023-04-11,4,Tuesday,0,Vistara,CRJ-900,IXC,VTZ,1830,15,176,90,72.0,80.2,8.0,1.0,2,2,2.3,0.0,0.0,30.9,30.2
FL0868,I5867,2023-04-17,4,Monday,0,AirAsia India,A320,GOI,JAI,643,15,83,180,153.0,85.1,4.0,1.0,3,4,0.1,10.1,0.0,9.8,22.4
FL0144,AI799,2023-04-06,4,Thursday,0,Air India,A321,CCU,BLR,1670,8,162,220,215.0,97.8,2.0,7.0,5,7,9.0,0.0,0.0,16.8,67.3
FL0555,G8466,2023-01-13,1,Friday,0,GoFirst,A320,DEL,CCU,1305,20,130,180,134.0,74.6,2.0,8.0,9,5,9.7,0.0,0.0,12.0,89.1
FL0399,AI459,2023-07-09,7,Sunday,1,Air India,A321,HYD,AMD,729,11,86,220,220.0,100.0,6.0,10.0,6,4,0.0,0.0,0.0,20.0,95.5
FL0468,SG772,2023-10-12,10,Thursday,0,SpiceJet,B787,LKO,VTZ,776,9,84,296,187.0,63.4,4.0,2.0,3,2,0.0,0.0,0.0,12.4,31.8
FL0822,S5678,2023-08-28,8,Monday,0,StarAir,B777,IXC,BHO,1820,8,172,342,308.0,90.3,10.0,7.0,2,2,12.1,25.6,0.0,58.2,78.5
FL0806,6E251,2023-03-22,3,Wednesday,0,IndiGo,A320,VTZ,GAU,1979,9,201,180,153.0,85.5,6.0,7.0,2,2,6.1,0.0,10.7,24.3,50.5
FL0496,I5648,2023-11-21,11,Tuesday,0,AirAsia India,A320,GAU,BOM,1092,10,113,180,152.0,84.8,7.0,1.0,2,9,0.0,0.0,0.0,12.4,30.1
FL0725,AI611,2023-05-26,5,Friday,0,Air India,A319,VTZ,MAA,1060,7,122,144,104.0,,4.0,1.0,2,6,12.3,0.0,0.0,26.9,33.1
FL0317,SG574,2023-01-27,1,Friday,0,SpiceJet,B737,MAA,AMD,307,13,50,162,79.0,49.0,2.0,1.0,6,4,1.5,0.0,0.0,3.8,20.2
FL0528,6E443,2023-09-21,9,Thursday,0,IndiGo,B737,AMD,IXB,1862,13,146,162,142.0,88.2,2.0,6.0,4,2,2.3,0.0,0.0,7.1,46.0
FL1088,UK682,2023-07-15,7,Saturday,1,Vistara,ATR72,SXR,BHO,1145,13,116,70,70.0,100.0,,4.0,2,2,5.8,0.0,0.0,22.4,29.9
FL0915,6E775,2023-01-25,1,Wednesday,0,IndiGo,ATR72,LKO,IXB,1339,13,130,70,58.0,84.2,9.0,5.0,3,2,0.0,0.0,0.0,31.5,48.5
FL0433,I5267,2023-04-30,4,Sunday,1,AirAsia India,B777,HYD,DEL,1253,21,117,342,310.0,90.8,,1.0,6,9,4.5,0.0,0.0,1.4,26.4
FL0047,S5388,2023-06-16,6,Friday,0,StarAir,ATR72,AMD,HYD,519,7,57,70,47.0,68.2,7.0,7.0,4,6,9.6,0.0,0.0,29.7,34.4
FL0394,UK133,2023-12-08,12,Friday,0,Vistara,A320,BLR,VTZ,363,22,50,180,173.0,96.4,2.0,5.0,7,2,,0.0,0.0,0.0,35.4
FL0398,6E936,2023-03-04,3,Saturday,1,IndiGo,A320,GOI,BOM,450,13,66,180,147.0,82.2,5.0,2.0,3,9,6.3,,0.0,8.3,22.3
FL0032,AI982,2023-06-19,6,Monday,0,Air India,A321,HYD,BOM,620,13,73,220,126.0,,8.0,7.0,6,9,0.0,0.0,0.0,28.6,66.4
FL1336,UK446,2023-03-16,3,Thursday,0,Vistara,B737,ATQ,CCU,407,6,57,162,104.0,64.6,,2.0,2,5,0.0,0.0,0.0,2.4,25.3
FL0982,I5938,2023-11-22,11,Wednesday,0,AirAsia India,ATR72,GAU,HYD,1154,10,109,70,56.0,80.7,3.0,5.0,2,6,0.0,0.0,0.0,0.0,18.7
FL0931,6E200,2023-08-24,8,Thursday,0,IndiGo,A321,SXR,PAT,1281,21,124,220,198.0,,10.0,6.0,2,2,7.5,0.0,0.0,34.3,36.8
FL0658,UK264,2023-06-22,6,Thursday,0,Vistara,B737,JAI,IXB,1557,20,152,162,137.0,84.6,5.0,10.0,4,2,5.1,0.0,0.0,11.2,67.6
FL0627,SG501,2023-10-19,10,Thursday,0,SpiceJet,A321,GAU,IXB,1266,15,133,220,197.0,89.9,1.0,10.0,2,2,8.7,0.0,0.0,8.3,67.9
